ticket,open_time,type,size,item,open_px,sl,tp,close_time,close_px,commission,taxes,swap,profit
42873529,2026.06.01 08:38:49,buy,0.01,xauusd,4519.38,0.00,4518.59,2026.06.01 08:42:45,4518.59,0.00,0.00,0.00,-0.79
42873661,2026.06.01 08:39:15,sell,0.02,xauusd,4521.37,0.00,4518.02,2026.06.01 08:41:42,4518.02,0.00,0.00,0.00,6.70
42873781,2026.06.01 08:41:42,sell,0.01,xauusd,4515.57,0.00,4518.75,2026.06.01 08:58:34,4521.21,0.00,0.00,0.00,-5.64
42873856,2026.06.01 08:41:43,buy,0.02,xauusd,4515.95,0.00,4518.59,2026.06.01 08:42:45,4518.59,0.00,0.00,0.00,5.28
42874023,2026.06.01 08:42:45,buy,0.01,xauusd,4519.32,0.00,4522.32,2026.06.01 08:49:26,4522.32,0.00,0.00,0.00,3.00
42874039,2026.06.01 08:42:46,sell,0.02,xauusd,4518.91,0.00,4518.75,2026.06.01 08:58:35,4521.20,0.00,0.00,0.00,-4.58
42874220,2026.06.01 08:49:27,sell,0.02,xauusd,4522.69,0.00,4518.75,2026.06.01 08:58:40,4520.69,0.00,0.00,0.00,4.00
42874302,2026.06.01 08:49:27,buy,0.01,xauusd,4523.46,0.00,4526.46,2026.06.01 08:58:41,4520.29,0.00,0.00,0.00,-3.17
42886042,2026.06.01 14:13:53,buy,0.01,xauusd,4504.50,0.00,4507.50,2026.06.01 14:19:08,4507.50,0.00,0.00,0.00,3.00
42886043,2026.06.01 14:13:53,sell,0.01,xauusd,4504.10,0.00,4506.80,2026.06.01 14:35:34,4506.80,0.00,0.00,0.00,-2.70
42886170,2026.06.01 14:19:06,sell,0.02,xauusd,4507.22,0.00,4506.80,2026.06.01 14:35:34,4506.80,0.00,0.00,0.00,0.84
42886176,2026.06.01 14:19:08,buy,0.01,xauusd,4507.92,0.00,4510.92,2026.06.01 14:22:04,4510.92,0.00,0.00,0.00,3.00
42886281,2026.06.01 14:21:25,sell,0.02,xauusd,4510.24,0.00,4506.80,2026.06.01 14:35:34,4506.80,0.00,0.00,0.00,6.88
42886312,2026.06.01 14:22:05,buy,0.01,xauusd,4511.46,0.00,4510.99,2026.06.01 14:28:32,4510.99,0.00,0.00,0.00,-0.47
42886420,2026.06.01 14:25:18,buy,0.02,xauusd,4508.51,0.00,4510.99,2026.06.01 14:28:32,4510.99,0.00,0.00,0.00,4.96
42886460,2026.06.01 14:28:32,buy,0.01,xauusd,4511.41,0.00,4510.82,2026.06.01 14:39:56,4510.82,0.00,0.00,0.00,-0.59
42886506,2026.06.01 14:32:17,buy,0.02,xauusd,4508.28,0.00,4510.82,2026.06.01 14:39:56,4510.82,0.00,0.00,0.00,5.08
42886577,2026.06.01 14:35:34,sell,0.01,xauusd,4506.24,0.00,4506.75,2026.06.01 14:52:59,4506.75,0.00,0.00,0.00,-0.51
42886606,2026.06.01 14:39:05,sell,0.02,xauusd,4509.26,0.00,4506.75,2026.06.01 14:52:59,4506.75,0.00,0.00,0.00,5.02
42886625,2026.06.01 14:39:56,buy,0.01,xauusd,4510.86,0.00,4508.04,2026.06.01 15:06:17,4508.04,0.00,0.00,0.00,-2.82
42886685,2026.06.01 14:41:58,buy,0.02,xauusd,4507.65,0.00,4508.04,2026.06.01 15:06:17,4508.04,0.00,0.00,0.00,0.78
42886755,2026.06.01 14:52:59,sell,0.01,xauusd,4506.46,0.00,4503.46,2026.06.01 15:06:43,4508.51,0.00,0.00,0.00,-2.05
42886910,2026.06.01 15:02:11,buy,0.02,xauusd,4504.53,0.00,4508.04,2026.06.01 15:06:17,4508.04,0.00,0.00,0.00,7.02
